Date,Temp(°C),DewPoint(°C),Humidi(%),WindSpeed(mps),Press(hpa),SST(°C),Cloud_Fraction,Long_wave_radiation_flux,Short_wave_radiation_flux,Precipitation
3/21/2010,12.44444444,-1.222222222,52.8,2.056325436,1019.30339,17,0.066199998,-90.7071991,224.984207,0
3/22/2010,12.66666667,1.388888889,58.1,1.788109075,1015.917,17.1,0.045799999,-85.8790054,224.047318,0
3/23/2010,13.83333333,5.611111111,62.3,1.877514528,1009.14422,17.2,0.576499985,-81.4309464,220.361557,0
3/24/2010,14.55555556,5.833333333,59.1,2.056325436,1005.75783,17.4,0.77989998,-86.2666016,218.642197,0
3/25/2010,13.22222222,7.277777778,68.5,1.654000894,1009.14422,17.3,0.597999985,-84.0172729,228.178177,0
3/26/2010,16.44444444,8.111111111,62.8,2.592758158,1005.75783,17,0.287599993,-72.4208145,213.815079,0
3/27/2010,18.88888889,6.944444444,50.7,3.799731784,1002.37144,17.4,0.056699999,-83.4945984,227.921463,0
3/28/2010,15.33333333,11.05555556,76.3,3.755029057,1002.37144,17.3,0.40919999,-42.4304886,167.712738,0
3/29/2010,15.94444444,4.388888889,51.2,4.067948145,1005.75783,17.1,0.39599999,-72.6358871,206.171906,0
3/30/2010,16.22222222,2.777777778,42.9,4.55967814,1012.53061,17.2,0.245399994,-81.6366272,226.327789,0
3/31/2010,14.77777778,7.833333333,63.9,2.413947251,1012.53061,17,0.77799998,-66.727417,222.513809,0
4/1/2010,15.44444444,9.555555556,69.2,2.101028163,1012.53061,17,0.628499984,-51.1449738,181.365768,0.05184
4/2/2010,15.05555556,9.444444444,70.6,2.190433616,1009.14422,16.9,0.495199987,-49.4069939,212.709991,0.2052
4/3/2010,18.5,10.16666667,61.6,3.397407242,1009.14422,17.6,0.048799999,-77.536499,233.182297,0
4/4/2010,19.72222222,7.111111111,48.1,3.442109969,1009.14422,17.9,0.057199999,-88.4383392,241.832657,0
4/5/2010,18.05555556,6.222222222,50.5,2.682163612,1012.53061,17.8,0.188999995,-90.0788345,245.048813,0
4/6/2010,16.38888889,9.388888889,64.4,3.397407242,1005.75783,18,0.225599994,-67.5985718,231.391617,0.0108
4/7/2010,16.22222222,5.111111111,49.4,5.096110863,1002.37144,17.7,0.483499988,-71.6216965,212.839386,0.04104
4/8/2010,16.44444444,-3.111111111,36.6,5.543138131,1005.75783,17.9,0.588299985,-79.1377487,223.970016,0
4/9/2010,16.27777778,2.833333333,46.9,3.71032633,1009.14422,18,0.100099997,-80.776886,240.315262,0
4/10/2010,15.22222222,6.166666667,59,2.548055431,1009.14422,18,0.934599976,-65.849617,222.936081,3.00888
4/11/2010,13.94444444,9.166666667,73.8,4.246759052,998.98505,17.6,0.977899975,-20.0915375,103.85759,13.2192
4/12/2010,17.33333333,3.777777778,42.6,5.811354493,998.98505,17.9,0.217199995,-78.3468475,244.76564,0.02592
4/13/2010,15.77777778,4.888888889,53.4,2.905677246,1009.14422,18,0.256799994,-84.8245926,254.346603,0
4/14/2010,15.16666667,9,68.2,2.011622709,1009.14422,18,0.77759998,-67.3907852,228.534866,0
4/15/2010,16.38888889,10.88888889,71,1.788109075,1009.14422,18.3,0.137899997,-73.3337784,237.471695,0
4/16/2010,19.66666667,9.444444444,55.4,2.950379973,1005.75783,18.2,0.181499995,-79.298912,248.171097,0.0486
4/17/2010,20.5,10.11111111,54.3,2.324541797,1005.75783,18.2,0.482899988,-70.3348999,237.988266,0.1242
4/18/2010,19.66666667,12.72222222,66.2,1.654000894,1009.14422,18.5,0.514499987,-65.8019638,240.306625,0.01836
4/19/2010,19.66666667,13.61111111,70.2,1.698703621,1009.14422,18.3,0.674599983,-66.5897751,233.82637,4.6062
4/20/2010,18.11111111,13.83333333,76.7,1.743406348,1005.75783,18.6,0.449299989,-41.9026375,188.015427,0.03456
4/21/2010,16.55555556,10.33333333,67.9,3.755029057,998.98505,18.7,0.578399985,-53.0091248,196.964508,0.91044
4/22/2010,19.5,-0.888888889,31,6.034868127,1005.75783,18.9,0.058599999,-93.2466812,268.465302,0
4/23/2010,20.27777778,1.611111111,36.2,4.023245418,1012.53061,19,0.307499992,-94.9279022,270.821472,0
4/24/2010,19.16666667,6.944444444,48.2,2.101028163,1012.53061,18.9,0.79279998,-75.7974701,260.078644,0.02052
4/25/2010,19.22222222,8.666666667,52.8,1.56459544,1009.14422,18.8,0.967799976,-63.0280571,241.313187,0
4/26/2010,20.05555556,9.5,54.8,2.056325436,1005.75783,19.4,0.462999988,-64.2325897,222.116623,0.27648
4/27/2010,19.72222222,11.11111111,60,2.235136343,1005.75783,19.3,0.563599986,-66.0627441,231.745529,1.96128
4/28/2010,20.11111111,9.722222222,54.1,3.039785427,1005.75783,19.6,0.346199991,-75.7829132,255.816055,0.08424
4/29/2010,19.22222222,12.88888889,67.2,2.413947251,1005.75783,19.6,0.78689998,-62.088089,221.779404,5.14404
4/30/2010,18.5,10.83333333,62.5,2.682163612,1005.75783,19.6,0.753599981,-60.6253204,222.379776,0.1458
5/1/2010,18.83333333,11.66666667,65.4,2.816271793,1005.75783,20,0.213599995,-76.2833862,254.389664,0
5/2/2010,20.05555556,12.11111111,63.3,3.129190881,1005.75783,20.1,0.086099998,-83.3360672,275.395233,0
5/3/2010,19.83333333,13.72222222,69,2.011622709,1005.75783,20.1,0.120999997,-76.8742752,272.113556,0
5/4/2010,20,15.27777778,75.4,1.743406348,1005.75783,20.3,0.153599996,-71.1737442,269.166229,0
5/5/2010,19.66666667,15.5,77.3,1.788109075,1005.75783,20.4,0.140999996,-73.8161469,274.374481,0.00864
5/6/2010,20.05555556,16.27777778,79.3,1.788109075,1002.37144,20.3,0.896199977,-64.8874588,266.686707,2.20428
5/7/2010,20.5,16.61111111,78.4,1.609298167,1002.37144,20.3,0.684699983,-61.8481789,271.507538,0.1782
5/8/2010,20.5,15.55555556,73.8,1.788109075,1002.37144,20.2,0.79109998,-69.0746002,270.356842,4.24332
5/9/2010,20.5,16.61111111,77.9,1.788109075,1002.37144,20.5,0.645199984,-59.9288979,206.902451,6.56748
5/10/2010,26.05555556,7.166666667,38,5.319624497,998.98505,21.2,0.026799999,-98.8204422,285.07196,0
5/11/2010,25.94444444,6.055555556,30.3,4.023245418,1002.37144,21.6,0.417299989,-96.7418518,289.58136,0
5/12/2010,23.72222222,10.33333333,44.9,2.27983907,1002.37144,21.8,0.046099999,-81.0077209,279.183655,0
5/13/2010,22.88888889,15.11111111,63.9,1.788109075,1005.75783,21.9,0.675699983,-69.330307,268.881195,0.59076
5/14/2010,22.77777778,18.05555556,76.1,1.654000894,1005.75783,22.4,0.201699995,-71.3278732,280.15921,0
5/15/2010,23.22222222,16.88888889,68.8,1.698703621,1005.75783,22.3,0.963799976,-52.7803688,210.386383,3.05856
5/16/2010,23.61111111,18.61111111,75.1,1.922217255,1005.75783,22,0.688999983,-54.583786,261.895386,1.16208
5/17/2010,22.94444444,15.72222222,64.9,3.263299061,1002.37144,21.7,0.246999994,-78.9150238,280.244354,0
5/18/2010,20.38888889,12.88888889,63.1,3.71032633,1002.37144,21.7,0.587799985,-46.5528069,200.259308,0
5/19/2010,20.22222222,11.88888889,59.7,2.637460885,1005.75783,21.4,0.453899989,-56.4216461,229.13765,0
5/20/2010,20.66666667,11,56.1,3.486812696,1009.14422,21.4,0.40479999,-74.18293,269.028839,0
5/21/2010,19.72222222,13.77777778,69.2,2.101028163,1005.75783,21.5,0.939199976,-53.7376442,239.831467,0.04968
5/22/2010,18.94444444,12.16666667,65.8,2.324541797,1002.37144,21.2,0.814299979,-50.0703697,222.930832,0.85536
5/23/2010,19.77777778,11.72222222,61.4,3.352704515,1005.75783,21.4,0.483499988,-64.6286392,248.440262,0.0864
5/24/2010,21.55555556,11.77777778,55.6,3.531515422,1009.14422,21.6,0.765399981,-70.3693008,263.99353,0
5/25/2010,20.5,14.61111111,69.7,1.966919982,1009.14422,21.6,0.563799986,-66.9338455,275.214874,0.00432
5/26/2010,22.33333333,14.38888889,63,2.503352705,1005.75783,21.7,0.80339998,-70.8288574,284.644104,1.14804
5/27/2010,26.55555556,10.05555556,38.7,4.112650872,1002.37144,22,0.654799983,-74.8598709,249.884933,3.84804
5/28/2010,24.72222222,14.33333333,55.5,3.084488154,1002.37144,22.2,0.122699997,-75.7535858,286.811157,0
5/29/2010,24,16.88888889,66.3,2.011622709,1005.75783,22.5,0.098499998,-74.0374146,282.49176,0
5/30/2010,23.66666667,18.33333333,72.8,1.788109075,1005.75783,22.8,0.212899995,-65.9005737,277.650543,0
5/31/2010,23.44444444,19.16666667,77.6,1.56459544,1002.37144,23,0.663599983,-59.9383392,267.683441,0.9612
6/1/2010,24,14.94444444,59.5,1.296379079,1002.37144,23.1,0.816099979,-74.8679657,260.108612,11.94696
6/2/2010,22.05555556,15.11111111,65.1,1.966919982,998.98505,23.2,0.79429998,-61.088913,278.259491,0.83376
6/3/2010,22.88888889,17.94444444,74.6,2.14573089,1005.75783,23.3,0.431799989,-35.5649757,228.454971,0
6/4/2010,22.88888889,17,70,1.922217255,1009.14422,23.4,0.148099996,-61.5068474,270.567047,0
6/5/2010,23.38888889,17.22222222,69.5,1.698703621,1005.75783,23.8,0.654499983,-65.5350952,281.241791,0.14796
6/6/2010,23.11111111,18.27777778,75.2,2.726866339,1002.37144,23.7,0.518799987,-52.263298,271.430939,1.6848
6/7/2010,22.38888889,16.5,70.3,2.235136343,998.98505,23.4,0.80869998,-52.2670593,243.708221,2.79936
6/8/2010,22.61111111,17.27777778,72.5,2.101028163,1002.37144,23.7,0.764999981,-51.1780396,251.268921,0.0162
6/9/2010,23.05555556,16.77777778,68.8,2.14573089,1002.37144,23.8,0.555999986,-44.0067749,219.17569,4.72068
6/10/2010,23.22222222,15.38888889,63.7,2.235136343,1002.37144,24,0.680599983,-55.0909424,261.593964,2.3112
6/11/2010,22.88888889,17.22222222,72,2.190433616,1002.37144,24.5,0.38779999,-47.6112022,248.274918,7.27272
6/12/2010,25.44444444,16.16666667,59.4,2.011622709,1002.37144,24.7,0.104799997,-69.8709488,287.562469,0.26244
6/13/2010,27.88888889,12.88888889,42,2.726866339,1002.37144,24.9,0.227399994,-85.9783707,303.438171,0.00216
6/14/2010,24.88888889,19.66666667,73.1,1.922217255,1002.37144,24.9,0.368999991,-61.7301636,281.299225,3.49164
6/15/2010,26.5,20.11111111,70,1.966919982,1002.37144,25.2,0.033399999,-75.8332291,293.09198,0
6/16/2010,34.55555556,8.333333333,21.6,5.230219043,1002.37144,25.6,0.130099997,-96.615448,303.909119,0
6/17/2010,35.11111111,8.444444444,20.1,5.900759946,998.98505,25.8,0.160499996,-91.60289,300.220306,0
6/18/2010,32.94444444,10.83333333,28.7,4.380867233,998.98505,25.8,0.054799999,-91.411438,303.421692,0.00108
6/19/2010,28.38888889,17.55555556,55.6,2.637460885,995.59866,25.8,0.110999997,-72.4473877,281.003998,2.84256
6/20/2010,26.27777778,21.33333333,73.9,1.832811802,998.98505,26,0.201199995,-59.079361,277.668488,0.51084
6/21/2010,26.22222222,20.22222222,70.4,1.966919982,1002.37144,25.7,0.169699996,-61.8681183,289.241302,0
6/22/2010,26.05555556,19.38888889,67.5,2.682163612,998.98505,26.2,0.099199998,-74.9545517,287.908112,0
6/23/2010,24.72222222,15.55555556,57.8,3.844434511,995.59866,25.7,0.441599989,-61.607563,259.473236,0.01728
6/24/2010,25.5,12.11111111,44.5,5.051408136,998.98505,25.3,0.362499991,-65.5422821,268.448853,0
6/25/2010,22.33333333,16.38888889,70.2,2.9950827,998.98505,25,0.435199989,-46.0020943,244.422989,2.43972
6/26/2010,23.22222222,15.94444444,64.9,3.173893608,1002.37144,24.6,0.313699992,-53.5242805,248.650146,0.09828
6/27/2010,23.77777778,17.94444444,70.6,2.056325436,1002.37144,24.5,0.428999989,-55.2402458,256.928802,1.31328
6/28/2010,23.05555556,16.44444444,67.1,2.235136343,1005.75783,24.9,0.38859999,-59.7433243,266.606506,0.06264
6/29/2010,24.33333333,15.94444444,60.5,2.324541797,1002.37144,25.1,0.153799996,-71.1460114,276.661346,0
6/30/2010,24.55555556,18.5,69.5,1.966919982,1002.37144,25.5,0.128599997,-64.1826172,274.733612,0
7/1/2010,25.27777778,19.83333333,72.8,1.877514528,1002.37144,25.6,0.162099996,-61.3650513,275.283203,0.09504
7/2/2010,26.11111111,20.27777778,71,1.877514528,1002.37144,26,0.111599997,-66.951355,284.800476,0.04428
7/3/2010,27.61111111,20.05555556,64.8,2.056325436,1002.37144,26.5,0.153199996,-66.5819397,275.092682,0.1296
7/4/2010,27.77777778,21.61111111,70.4,1.788109075,1002.37144,26.8,0.058999999,-73.9623871,288.12262,0.40608
7/5/2010,27.88888889,21.16666667,68.6,2.324541797,998.98505,27.1,0.110899997,-70.3128815,290.961975,0
7/6/2010,26.66666667,22.05555556,75.4,2.101028163,1002.37144,27.1,0.093699998,-54.5979347,283.074371,0.47844
7/7/2010,26.61111111,21.77777778,74.4,2.413947251,1002.37144,27.3,0.091599998,-58.8012848,283.618073,0.31104
7/8/2010,26.44444444,21.94444444,75.6,2.056325436,1002.37144,27.3,0.281399993,-47.6597137,270.146393,0.13932
7/9/2010,26.55555556,21.83333333,74.8,1.832811802,1002.37144,27,0.239299994,-44.635685,266.66684,0
7/10/2010,26.27777778,20.27777778,69.6,2.190433616,1002.37144,27.1,0.168999996,-57.8486557,272.463989,0
7/11/2010,27.16666667,17.33333333,56.8,2.27983907,1005.75783,27.2,0.041199999,-77.6252747,294.480347,0
7/12/2010,26.94444444,18.44444444,61,1.743406348,1002.37144,27.1,0.090299998,-76.2264175,294.258362,0
7/13/2010,27.22222222,20.88888889,69.1,1.922217255,998.98505,27.2,0.0112,-68.7526245,289.472015,0
7/14/2010,27.55555556,22.5,74.9,2.011622709,995.59866,27.4,0.049899999,-63.2438889,278.128601,0.02376
7/15/2010,28,22.61111111,73.7,1.788109075,995.59866,27.9,0.274999993,-60.3941307,259.036926,0.04428
7/16/2010,28,21.33333333,67.6,2.950379973,998.98505,28.2,0.196699995,-49.893631,235.891708,8.43804
7/17/2010,30.33333333,17.38888889,47.6,3.263299061,1002.37144,28.4,0.133999997,-67.1144028,269.967438,0.19224
7/18/2010,30.27777778,17.16666667,50.3,3.218596334,1002.37144,28.3,0.088599998,-79.1453629,286.426331,0.03456
7/19/2010,28.94444444,20.16666667,61.7,2.235136343,1002.37144,28.4,0.116699997,-68.4628372,267.636353,1.34784
7/20/2010,28.72222222,21.44444444,65.8,2.369244524,998.98505,28.4,0.075199998,-69.9612885,277.007782,1.6416
7/21/2010,28.38888889,22.05555556,70,1.743406348,998.98505,28.6,0.028199999,-62.5039978,268.245178,0
7/22/2010,29.5,21.5,65.1,2.413947251,995.59866,28.6,0.108799997,-61.1904106,264.15686,0.85536
7/23/2010,29.83333333,22.77777778,67.2,2.235136343,995.59866,29,0.266299993,-59.4087639,243.813507,1.28412
7/24/2010,32.5,15.66666667,39.2,4.604380867,995.59866,29,0.145599996,-81.3260651,282.061859,0
7/25/2010,29.05555556,21.72222222,65.3,2.190433616,995.59866,28.9,0.195499995,-58.9373322,266.487488,0.05616
7/26/2010,28.05555556,22.22222222,71.2,2.235136343,998.98505,28.8,0.38789999,-48.2722206,265.849945,0
7/27/2010,27.94444444,19.77777778,62,2.682163612,1002.37144,28.8,0.041899999,-70.8076477,277.453827,0
7/28/2010,27.88888889,20.16666667,64.1,1.966919982,998.98505,28.7,0.046399999,-75.5820999,281.335175,0
7/29/2010,28.66666667,21.66666667,67.5,2.413947251,998.98505,28.6,0.031799999,-67.3583298,278.512299,0
7/30/2010,29.27777778,22.66666667,68.5,2.101028163,998.98505,28.6,0.0167,-61.9852219,273.835968,0
7/31/2010,30.88888889,20,53.8,2.101028163,1002.37144,28.5,0.136399997,-84.4918976,279.967377,0
8/1/2010,32.72222222,17.5,42.2,2.27983907,998.98505,28.3,0.454099989,-84.2579803,266.402313,0
8/2/2010,32.44444444,19.72222222,50.9,2.503352705,998.98505,28.2,0.536199986,-71.7505798,244.730515,0
8/3/2010,30.38888889,24.83333333,72.7,1.743406348,995.59866,28.3,0.599999985,-64.3854218,247.274185,0
8/4/2010,30,24.55555556,73.7,1.788109075,995.59866,28.4,0.681899983,-58.9533768,249.718002,1.35
8/5/2010,29.88888889,24.77777778,75,1.877514528,998.98505,28.8,0.347999991,-43.2667542,234.497696,0.648
8/6/2010,28.94444444,23.38888889,72.2,2.011622709,1002.37144,29.1,0.114399997,-58.7668839,252.446365,0
8/7/2010,28.44444444,19.77777778,60.6,2.27983907,1005.75783,29.3,0.009,-75.1186218,270.093933,0
8/8/2010,28.61111111,19.88888889,60.4,1.966919982,1002.37144,29.2,0.025499999,-57.3871956,259.848907,0.0216
8/9/2010,29.16666667,22.55555556,68.4,1.966919982,998.98505,29.4,0.231099994,-54.949749,255.975571,0.486
8/10/2010,29.33333333,23.83333333,73.4,2.101028163,998.98505,29.7,0.38709999,-54.3507538,246.267471,0.3348
8/11/2010,29.77777778,24.33333333,73.3,2.235136343,1002.37144,30.1,0.126799997,-60.0618935,250.018997,0.0324
8/12/2010,29.88888889,24.61111111,74.2,1.922217255,1002.37144,30.2,0.465299988,-64.384697,256.402832,0
8/13/2010,29.72222222,25.22222222,77.2,1.743406348,1002.37144,30.4,0.116399997,-65.546463,256.073975,0
8/14/2010,30.55555556,23.77777778,69.6,2.324541797,1002.37144,30.4,0.045599999,-74.6530075,261.107086,0
8/15/2010,31.16666667,22.94444444,66.2,2.369244524,998.98505,30.3,0.0145,-75.9910812,260.427948,0
8/16/2010,33.33333333,18.5,49.2,3.308001788,998.98505,30.4,0.0193,-79.2189865,258.446075,0
8/17/2010,32.33333333,18.88888889,49.8,2.458649978,998.98505,30.6,0.0065,-76.9486923,257.773407,0
8/18/2010,30.22222222,21.55555556,61.2,1.832811802,998.98505,30.3,0.023299999,-64.7399216,242.012955,0
8/19/2010,29.72222222,24.94444444,76.1,1.654000894,998.98505,30.3,0.068099998,-68.1533203,251.915298,0
8/20/2010,30.55555556,24.16666667,70.6,1.877514528,1002.37144,30.7,0.0201,-63.7481346,249.664688,0
8/21/2010,33.44444444,18.83333333,48.9,3.263299061,998.98505,30.7,0.023399999,-70.2393799,244.183426,0
8/22/2010,33.33333333,16.66666667,40.5,3.755029057,998.98505,31,0.031399999,-76.0590057,240.884033,0.0216
8/23/2010,32.83333333,12.38888889,31.8,4.336164506,998.98505,30.8,0.031099999,-81.9617844,247.019424,0
8/24/2010,30.66666667,17.11111111,45.5,2.9950827,998.98505,30.4,0.0124,-84.219101,247.963272,0
8/25/2010,30.72222222,16.61111111,45.1,2.860974519,998.98505,30.5,0.058399999,-93.2712936,252.083145,0
8/26/2010,33.61111111,8.611111111,25,3.844434511,995.59866,30.4,0.024099999,-107.404922,253.457916,0
8/27/2010,32.5,8.722222222,27.5,3.978542691,998.98505,30.1,0.0063,-99.631691,249.762589,0
8/28/2010,29.88888889,17.22222222,51,2.548055431,998.98505,29.9,0.0106,-83.9356384,245.537964,0
8/29/2010,28.38888889,21.44444444,66.9,2.101028163,1002.37144,29.9,0.0164,-74.901413,243.01207,0
8/30/2010,27.38888889,21,69.1,2.190433616,998.98505,29.9,0.035199999,-72.7086258,240.212997,0
8/31/2010,27.38888889,20.66666667,67.3,2.27983907,998.98505,29.9,0.176899996,-55.4883041,234.960922,0
9/1/2010,28.16666667,20.66666667,64.3,3.889137237,995.59866,29.6,0.352999991,-35.263813,181.055573,0
9/2/2010,27.5,14.44444444,47.8,4.202056325,1002.37144,29.4,0.060499999,-92.00737,240.799881,0
9/3/2010,27.66666667,10.77777778,39.1,3.308001788,1005.75783,29.4,0.0074,-81.6322403,235.825119,0
9/4/2010,27.61111111,15.27777778,50,3.039785427,1002.37144,29.5,0.0078,-80.6514282,234.350601,0
9/5/2010,27.66666667,17.77777778,57.3,2.369244524,1002.37144,29.3,0.040099999,-76.8319931,224.973984,0
9/6/2010,27.83333333,22,71.2,2.056325436,998.98505,29.3,0.085499998,-65.9965134,221.072067,0
9/7/2010,27.94444444,21.61111111,68.7,2.324541797,1002.37144,29.1,0.139199996,-63.1367188,211.30307,0
9/8/2010,28.44444444,18.72222222,58.3,3.129190881,1005.75783,28.8,0.053699999,-74.3318634,226.314667,0
9/9/2010,28.38888889,19.22222222,60.6,2.9950827,1002.37144,29,0.037699999,-72.2861099,221.809464,0
9/10/2010,29,17.38888889,53.5,2.682163612,1002.37144,29.2,0.021799999,-80.4402695,223.648972,0
9/11/2010,27.11111111,18.77777778,61.4,2.101028163,998.98505,29.1,0.043599999,-77.2285919,221.694717,0
9/12/2010,26.33333333,18.72222222,64.5,2.9950827,1002.37144,28.7,0.304099992,-54.8457069,190.967499,0
9/13/2010,26.44444444,17.94444444,60.7,2.726866339,1002.37144,28.7,0.192599995,-56.3568115,183.213531,0
9/14/2010,27.11111111,13.5,44.9,3.71032633,1002.37144,29.2,0.160999996,-75.7971039,215.99855,0
9/15/2010,26.33333333,16.11111111,55.3,2.413947251,1005.75783,29.1,0.092699998,-71.3378906,213.219086,0
9/16/2010,26.33333333,16.94444444,57.9,2.682163612,1005.75783,28.6,0.023199999,-74.0991898,213.516006,0
9/17/2010,26.16666667,16.94444444,58,2.592758158,1002.37144,28.5,0.102199997,-67.6813736,206.323334,0.0108
9/18/2010,30.22222222,8.777777778,29.6,3.799731784,1002.37144,28.4,0.0152,-85.4573212,210.758698,0
9/19/2010,28.77777778,13.94444444,47.3,2.682163612,1002.37144,28.4,0.033499999,-88.2319794,211.384552,0
9/20/2010,26.05555556,18.77777778,66.5,1.922217255,1002.37144,28.3,0.289399993,-72.2431717,203.967377,0
9/21/2010,26.05555556,17.27777778,61.7,1.877514528,1002.37144,28.4,0.291799993,-82.8821411,203.92569,0
9/22/2010,27.16666667,15.22222222,50.4,2.950379973,1002.37144,28.1,0.062899998,-72.763916,197.217316,0.054
9/23/2010,25.83333333,16.88888889,60,2.413947251,1005.75783,28.1,0.273199993,-78.1413727,197.378769,0
9/24/2010,25.11111111,17.77777778,64.9,2.548055431,1005.75783,28.2,0.37949999,-71.2089844,192.871078,0
9/25/2010,25.11111111,16.5,60.6,2.682163612,1005.75783,28,0.338599991,-63.807415,189.682587,0.54
9/26/2010,25.77777778,17.38888889,60.9,2.369244524,1009.14422,27.7,0.620999984,-51.1367378,179.165054,0.3564
9/27/2010,25.66666667,19.61111111,69.7,2.235136343,1009.14422,27.9,0.310599992,-47.8218079,163.919785,0.0216
9/28/2010,25.88888889,18.33333333,64.8,2.860974519,1005.75783,27.9,0.153199996,-71.1642914,190.985992,0
9/29/2010,26.77777778,16.88888889,58.4,1.966919982,1005.75783,27.7,0.685599983,-59.2218437,180.347488,0
9/30/2010,26.22222222,21.22222222,73.5,2.458649978,1005.75783,27.7,0.709999982,-42.1794891,137.251694,13.7376
10/1/2010,25.55555556,14.22222222,51.1,2.9950827,1005.75783,27.6,0.515999987,-66.503746,180.072647,0
10/2/2010,24.55555556,12.88888889,49.2,3.889137237,1005.75783,27.4,0.337999991,-71.028801,172.430008,0.5184
10/3/2010,25.27777778,2.555555556,26.1,6.303084488,1005.75783,27.2,0.115799997,-94.6749954,187.331223,0
10/4/2010,24.16666667,-2.277777778,26.5,5.230219043,1005.75783,26.9,0.186499995,-98.1935883,188.651398,0
10/5/2010,24.44444444,4,33.3,5.677246312,1005.75783,26.7,0.071699998,-93.8440552,183.154938,0
10/6/2010,22.66666667,8.5,43.7,2.682163612,1005.75783,26.6,0.367399991,-84.3622131,183.540741,0
10/7/2010,22.66666667,12.16666667,52.6,2.190433616,1005.75783,26.6,0.970799975,-49.8590355,146.155884,0.702
10/8/2010,19.94444444,6.666666667,44.6,6.303084488,1002.37144,26.3,0.643099984,-69.1991272,153.928955,0.1728
10/9/2010,18.5,-2.277777778,29.8,6.303084488,1005.75783,25.9,0.131499997,-84.8900833,166.864334,0
10/10/2010,17.55555556,-1.888888889,44.7,2.950379973,1005.75783,25.6,0.428199989,-76.8510742,174.77298,0
10/11/2010,19.33333333,5.666666667,48.3,3.933839964,1009.14422,25.4,0.568599986,-77.6667023,174.23465,0.594
10/12/2010,20.05555556,7.833333333,46,1.43048726,1009.14422,25.2,0.976399975,-38.3764954,101.539017,0
10/13/2010,21.11111111,11.88888889,56.6,1.654000894,1009.14422,25.1,0.918599977,-30.1342812,134.053787,1.6956
10/14/2010,22.38888889,17.83333333,75.6,1.56459544,1005.75783,25.1,0.883499978,-25.3615723,116.272873,5.778
10/15/2010,23.22222222,18,73.8,3.039785427,1002.37144,25.1,0.964199976,-30.5271397,126.210899,0
10/16/2010,19.94444444,16.77777778,81.5,2.548055431,1005.75783,25.1,0.687399983,-15.2175226,86.4129181,9.2664
10/17/2010,20.77777778,15.05555556,72.2,2.235136343,1009.14422,25,0.330499992,-53.5752144,147.866241,0
10/18/2010,20.16666667,14.27777778,69.7,1.654000894,1009.14422,24.7,0.990199975,-42.0595551,111.69725,2.43324
10/19/2010,21.05555556,14.33333333,67.1,2.27983907,1009.14422,24.5,0.79269998,-25.2666702,99.1996307,8.1756
10/20/2010,19.27777778,16.38888889,83.4,2.190433616,1009.14422,24.4,0.439599989,-16.3249798,44.1404686,36.2016
10/21/2010,20.83333333,15.94444444,74.5,2.548055431,1012.53061,24.3,0.314199992,-49.1615868,137.545319,0
10/22/2010,20.44444444,14.61111111,71.6,1.966919982,1009.14422,24.5,0.477399988,-69.05896,154.889206,0
10/23/2010,21.16666667,12.22222222,59.7,2.592758158,1009.14422,24.9,0.168499996,-71.4400787,152.829773,0
10/24/2010,19.94444444,12.44444444,64.4,2.458649978,1009.14422,24.6,0.210299995,-69.4091568,151.327728,0
10/25/2010,19.88888889,13.5,68.4,2.413947251,1009.14422,24.4,0.38509999,-69.5174561,153.168762,3.9852
10/26/2010,19.94444444,14.33333333,71.2,1.654000894,1012.53061,24.3,0.939199976,-52.0617676,139.783371,1.9332
10/27/2010,19.83333333,13.22222222,67.2,2.9950827,1012.53061,24.2,0.995399975,-32.8147697,87.6101608,9.72
10/28/2010,18.88888889,15.38888889,80.4,3.263299061,1002.37144,24.3,0.80839998,-34.5628738,76.682373,6.0156
10/29/2010,18.61111111,7.333333333,49.5,4.827894502,1002.37144,24.2,0.286299993,-70.3731461,130.8293,0.0324
10/30/2010,17.83333333,4.944444444,44.4,4.246759052,968.50754,23.9,0.060199999,-84.872818,148.032196,0
10/31/2010,16.27777778,6.111111111,53.8,1.966919982,1012.53061,23.6,0.091799998,-85.115593,147.307632,0
11/1/2010,16.16666667,7.5,59.9,2.101028163,1012.53061,23.7,0.024699999,-88.7937927,148.937393,0
11/2/2010,16.38888889,8.388888889,63.3,2.413947251,1012.53061,23.6,0.067399998,-95.1445999,150.219101,0
11/3/2010,15.77777778,7.111111111,60.7,1.788109075,1015.917,23.2,0.023399999,-92.3649521,147.345398,0
11/4/2010,15.88888889,6.444444444,57.5,1.922217255,1015.917,23.3,0.082699998,-94.172821,146.291397,0
11/5/2010,16.66666667,5.611111111,56.6,2.101028163,1012.53061,23.3,0.044499999,-95.1609573,144.342773,0
11/6/2010,16.61111111,7.722222222,60.6,1.475189987,1009.14422,23.5,0.045499999,-85.5298233,139.940048,0
11/7/2010,15.83333333,9.277777778,66.9,1.654000894,1009.14422,23.4,0.231199994,-75.854393,138.244904,0
11/8/2010,16.61111111,10.77777778,69.9,2.056325436,1009.14422,22.9,0.675399983,-63.8526993,126.593513,0
11/9/2010,16.72222222,7.277777778,57,1.877514528,1009.14422,22.9,0.179899995,-74.7133942,130.956757,0
11/10/2010,17.16666667,7.444444444,55.1,2.011622709,1012.53061,22.8,0.068799998,-80.4244843,131.870438,0
11/11/2010,16.83333333,5.888888889,49.7,2.637460885,1012.53061,22.8,0.079199998,-90.7059555,135.108932,0
