Date,Temp(°C),DewPoint(°C),Humidi(%),WindSpeed(mps),Press(hpa),SST(°C)
24-Dec-09,12,6.944444444,72.8,1.475189987,1015.917,19.6
25-Dec-09,11.16666667,7.666666667,80.2,1.251676352,1015.917,19.4
26-Dec-09,13.66666667,10.38888889,81.2,0.894054537,1012.53061,19.2
27-Dec-09,14.22222222,11.22222222,81.9,0.938757264,1012.53061,19.2
28-Dec-09,15.38888889,13.27777778,87.9,3.576218149,1005.75783,19.3
29-Dec-09,15.22222222,9.444444444,70.6,4.604380867,1002.37144,19.3
30-Dec-09,12.11111111,-5,42.5,3.799731784,1005.75783,19.5
31-Dec-09,9.777777778,-0.388888889,60.9,1.698703621,1009.14422,19.2
1-Jan-10,10.72222222,6.388888889,75.3,1.654000894,1009.14422,19
2-Jan-10,14.5,9.166666667,73.8,3.71032633,1002.37144,19.1
3-Jan-10,10.88888889,5.444444444,71.5,1.296379079,1002.37144,19.1
4-Jan-10,10.77777778,0.555555556,57.3,5.721949039,1009.14422,18.9
5-Jan-10,10.61111111,-0.388888889,51.7,3.039785427,1012.53061,19
6-Jan-10,10.55555556,6.111111111,75.7,1.162270899,1015.917,18.9
7-Jan-10,12.94444444,8.888888889,77.5,1.385784533,1015.917,18.8
8-Jan-10,12.5,8.277777778,76.9,1.698703621,1015.917,18.9
9-Jan-10,12.22222222,7.5,75.3,1.206973625,1015.917,18.8
10-Jan-10,12.55555556,6.722222222,68.9,1.385784533,1012.53061,18.4
11-Jan-10,15.33333333,4.444444444,55.3,4.604380867,1009.14422,18.5
12-Jan-10,11.05555556,5.722222222,71.5,2.235136343,1009.14422,18.7
13-Jan-10,11.61111111,8.555555556,82.7,1.609298167,1005.75783,18.6
14-Jan-10,11.22222222,9.666666667,91.3,2.056325436,1002.37144,18.7
15-Jan-10,11.55555556,9.333333333,86.7,1.788109075,1009.14422,18.6
16-Jan-10,13.16666667,11.27777778,87.8,1.609298167,1012.53061,18.4
17-Jan-10,14.44444444,9.888888889,76.3,2.458649978,1012.53061,18.5
18-Jan-10,13.11111111,8.555555556,73.9,2.27983907,1002.37144,18.4
19-Jan-10,11.61111111,7.5,76.4,2.816271793,998.98505,18.8
20-Jan-10,9.555555556,5.388888889,76,2.771569066,1002.37144,18.7
21-Jan-10,8.055555556,1.222222222,70.5,2.101028163,1012.53061,18.5
22-Jan-10,9.277777778,6.944444444,86.1,3.71032633,1009.14422,18.5
23-Jan-10,10.5,7.277777778,81.2,1.922217255,1005.75783,18.5
24-Jan-10,9.722222222,-3.5,47.7,6.794814484,1005.75783,18.5
25-Jan-10,6.444444444,-8.722222222,33.5,9.611086276,1012.53061,18.2
26-Jan-10,5.222222222,-10.22222222,33.8,5.051408136,1019.30339,18
27-Jan-10,6.888888889,-2,55.1,2.190433616,1019.30339,17.9
28-Jan-10,7.5,6.166666667,90.1,3.218596334,1005.75783,17.7
29-Jan-10,10.33333333,8.888888889,90.3,2.682163612,1002.37144,17.6
30-Jan-10,13,10.5,85,3.620920876,998.98505,17.4
31-Jan-10,13.05555556,9.666666667,81.6,2.950379973,1002.37144,17.8
1-Feb-10,12.66666667,7.611111111,72.7,2.413947251,1009.14422,17.7
2-Feb-10,12,8.222222222,78.2,4.380867233,1002.37144,17.6
3-Feb-10,7.888888889,-5.222222222,39.9,8.9852481,1002.37144,17.7
4-Feb-10,6,-11,30.4,8.13589629,1012.53061,17.3
5-Feb-10,6.5,-7.833333333,36.7,7.152436299,1012.53061,17.3
6-Feb-10,6,-4.944444444,48.6,2.369244524,1015.917,17.3
7-Feb-10,7.944444444,5.055555556,84.8,2.905677246,1012.53061,17.3
8-Feb-10,9.611111111,7.777777778,88.5,5.945462673,998.98505,17.2
9-Feb-10,10.61111111,8.166666667,85.1,2.235136343,1002.37144,17.2
10-Feb-10,10.5,8.611111111,88.4,1.788109075,1009.14422,17.1
11-Feb-10,15.27777778,10.16666667,71.8,5.766651766,1005.75783,17.1
12-Feb-10,15.27777778,11.16666667,76.3,2.905677246,1009.14422,17
13-Feb-10,14.33333333,10.38888889,77.8,2.235136343,1012.53061,16.5
14-Feb-10,14.61111111,9.111111111,71.9,1.922217255,1009.14422,16.2
15-Feb-10,15.38888889,10,70.9,3.218596334,1002.37144,16.4
16-Feb-10,15.66666667,12.66666667,82.8,1.698703621,1005.75783,16.6
17-Feb-10,13.77777778,11,84.4,1.519892713,1009.14422,16.4
18-Feb-10,14.83333333,9.888888889,73.9,2.235136343,1009.14422,16.2
19-Feb-10,15.77777778,10,71.2,2.548055431,1009.14422,16.8
20-Feb-10,15,10.72222222,76.9,1.922217255,1009.14422,16.6
21-Feb-10,15.05555556,7.833333333,71.7,3.620920876,1002.37144,16.9
22-Feb-10,13.16666667,1.444444444,52.3,4.112650872,1009.14422,17.1
23-Feb-10,13.33333333,6.722222222,65.8,2.771569066,1009.14422,17
24-Feb-10,13.11111111,8.777777778,75.7,2.056325436,1005.75783,16.9
25-Feb-10,12.55555556,9.333333333,82.2,1.654000894,998.98505,16.8
26-Feb-10,12.77777778,8.833333333,78.2,1.922217255,998.98505,16.7
27-Feb-10,12.27777778,9.611111111,84.2,2.324541797,998.98505,16.7
28-Feb-10,14.72222222,5.611111111,57.5,7.152436299,998.98505,16.9
1-Mar-10,14.83333333,6.611111111,60.1,3.665623603,1009.14422,16.8
2-Mar-10,13.27777778,9.666666667,79.5,1.877514528,1009.14422,16.9
3-Mar-10,14.05555556,0.888888889,54.5,5.945462673,1005.75783,17.1
4-Mar-10,13.44444444,-0.555555556,48,2.592758158,1009.14422,16.9
5-Mar-10,16,12.44444444,79.4,3.352704515,1002.37144,16.9
6-Mar-10,15.94444444,12.11111111,77.5,2.413947251,1005.75783,16.8
7-Mar-10,15.83333333,12,78.8,2.056325436,1012.53061,16.7
8-Mar-10,15.88888889,11.94444444,77.8,1.341081806,1009.14422,16.5
9-Mar-10,16.88888889,12.38888889,75.4,3.442109969,1002.37144,17
10-Mar-10,15.27777778,11.55555556,79.8,1.56459544,1012.53061,16.8
11-Mar-10,17.11111111,10.27777778,66,2.190433616,1005.75783,16.8
12-Mar-10,17.11111111,13,77.2,1.922217255,1005.75783,17.2
13-Mar-10,16,11.77777778,76.9,2.011622709,1005.75783,17.2
14-Mar-10,16.16666667,11.38888889,74.4,1.609298167,1002.37144,17.3
15-Mar-10,16.66666667,8.5,59.1,3.397407242,998.98505,17.4
16-Mar-10,13.55555556,-6.388888889,30.6,8.806437193,1009.14422,17.4
17-Mar-10,12.44444444,0.277777778,45,3.531515422,1012.53061,17.3
18-Mar-10,12.61111111,-6.777777778,27.5,7.912382655,1015.917,17.2
19-Mar-10,11.77777778,-6.888888889,33.7,3.352704515,1019.30339,17.1
20-Mar-10,13.11111111,-2.666666667,38.9,3.397407242,1019.30339,17
21-Mar-10,12.44444444,-1.222222222,52.8,2.056325436,1019.30339,17
22-Mar-10,12.66666667,1.388888889,58.1,1.788109075,1015.917,17.1
23-Mar-10,13.83333333,5.611111111,62.3,1.877514528,1009.14422,17.2
24-Mar-10,14.55555556,5.833333333,59.1,2.056325436,1005.75783,17.4
25-Mar-10,13.22222222,7.277777778,68.5,1.654000894,1009.14422,17.3
26-Mar-10,16.44444444,8.111111111,62.8,2.592758158,1005.75783,17
27-Mar-10,18.88888889,6.944444444,50.7,3.799731784,1002.37144,17.4
28-Mar-10,15.33333333,11.05555556,76.3,3.755029057,1002.37144,17.3
29-Mar-10,15.94444444,4.388888889,51.2,4.067948145,1005.75783,17.1
30-Mar-10,16.22222222,2.777777778,42.9,4.55967814,1012.53061,17.2
31-Mar-10,14.77777778,7.833333333,63.9,2.413947251,1012.53061,17
1-Apr-10,15.44444444,9.555555556,69.2,2.101028163,1012.53061,17
2-Apr-10,15.05555556,9.444444444,70.6,2.190433616,1009.14422,16.9
3-Apr-10,18.5,10.16666667,61.6,3.397407242,1009.14422,17.6
4-Apr-10,19.72222222,7.111111111,48.1,3.442109969,1009.14422,17.9
5-Apr-10,18.05555556,6.222222222,50.5,2.682163612,1012.53061,17.8
6-Apr-10,16.38888889,9.388888889,64.4,3.397407242,1005.75783,18
7-Apr-10,16.22222222,5.111111111,49.4,5.096110863,1002.37144,17.7
8-Apr-10,16.44444444,-3.111111111,36.6,5.543138131,1005.75783,17.9
9-Apr-10,16.27777778,2.833333333,46.9,3.71032633,1009.14422,18
10-Apr-10,15.22222222,6.166666667,59,2.548055431,1009.14422,18
11-Apr-10,13.94444444,9.166666667,73.8,4.246759052,998.98505,17.6
12-Apr-10,17.33333333,3.777777778,42.6,5.811354493,998.98505,17.9
13-Apr-10,15.77777778,4.888888889,53.4,2.905677246,1009.14422,18
14-Apr-10,15.16666667,9,68.2,2.011622709,1009.14422,18
15-Apr-10,16.38888889,10.88888889,71,1.788109075,1009.14422,18.3
16-Apr-10,19.66666667,9.444444444,55.4,2.950379973,1005.75783,18.2
17-Apr-10,20.5,10.11111111,54.3,2.324541797,1005.75783,18.2
18-Apr-10,19.66666667,12.72222222,66.2,1.654000894,1009.14422,18.5
19-Apr-10,19.66666667,13.61111111,70.2,1.698703621,1009.14422,18.3
20-Apr-10,18.11111111,13.83333333,76.7,1.743406348,1005.75783,18.6
21-Apr-10,16.55555556,10.33333333,67.9,3.755029057,998.98505,18.7
22-Apr-10,19.5,-0.888888889,31,6.034868127,1005.75783,18.9
23-Apr-10,20.27777778,1.611111111,36.2,4.023245418,1012.53061,19
24-Apr-10,19.16666667,6.944444444,48.2,2.101028163,1012.53061,18.9
25-Apr-10,19.22222222,8.666666667,52.8,1.56459544,1009.14422,18.8
26-Apr-10,20.05555556,9.5,54.8,2.056325436,1005.75783,19.4
27-Apr-10,19.72222222,11.11111111,60,2.235136343,1005.75783,19.3
28-Apr-10,20.11111111,9.722222222,54.1,3.039785427,1005.75783,19.6
29-Apr-10,19.22222222,12.88888889,67.2,2.413947251,1005.75783,19.6
30-Apr-10,18.5,10.83333333,62.5,2.682163612,1005.75783,19.6
1-May-10,18.83333333,11.66666667,65.4,2.816271793,1005.75783,20
2-May-10,20.05555556,12.11111111,63.3,3.129190881,1005.75783,20.1
3-May-10,19.83333333,13.72222222,69,2.011622709,1005.75783,20.1
4-May-10,20,15.27777778,75.4,1.743406348,1005.75783,20.3
5-May-10,19.66666667,15.5,77.3,1.788109075,1005.75783,20.4
6-May-10,20.05555556,16.27777778,79.3,1.788109075,1002.37144,20.3
7-May-10,20.5,16.61111111,78.4,1.609298167,1002.37144,20.3
8-May-10,20.5,15.55555556,73.8,1.788109075,1002.37144,20.2
9-May-10,20.5,16.61111111,77.9,1.788109075,1002.37144,20.5
10-May-10,26.05555556,7.166666667,38,5.319624497,998.98505,21.2
11-May-10,25.94444444,6.055555556,30.3,4.023245418,1002.37144,21.6
12-May-10,23.72222222,10.33333333,44.9,2.27983907,1002.37144,21.8
13-May-10,22.88888889,15.11111111,63.9,1.788109075,1005.75783,21.9
14-May-10,22.77777778,18.05555556,76.1,1.654000894,1005.75783,22.4
15-May-10,23.22222222,16.88888889,68.8,1.698703621,1005.75783,22.3
16-May-10,23.61111111,18.61111111,75.1,1.922217255,1005.75783,22
17-May-10,22.94444444,15.72222222,64.9,3.263299061,1002.37144,21.7
18-May-10,20.38888889,12.88888889,63.1,3.71032633,1002.37144,21.7
19-May-10,20.22222222,11.88888889,59.7,2.637460885,1005.75783,21.4
20-May-10,20.66666667,11,56.1,3.486812696,1009.14422,21.4
21-May-10,19.72222222,13.77777778,69.2,2.101028163,1005.75783,21.5
22-May-10,18.94444444,12.16666667,65.8,2.324541797,1002.37144,21.2
23-May-10,19.77777778,11.72222222,61.4,3.352704515,1005.75783,21.4
24-May-10,21.55555556,11.77777778,55.6,3.531515422,1009.14422,21.6
25-May-10,20.5,14.61111111,69.7,1.966919982,1009.14422,21.6
26-May-10,22.33333333,14.38888889,63,2.503352705,1005.75783,21.7
27-May-10,26.55555556,10.05555556,38.7,4.112650872,1002.37144,22
28-May-10,24.72222222,14.33333333,55.5,3.084488154,1002.37144,22.2
29-May-10,24,16.88888889,66.3,2.011622709,1005.75783,22.5
30-May-10,23.66666667,18.33333333,72.8,1.788109075,1005.75783,22.8
31-May-10,23.44444444,19.16666667,77.6,1.56459544,1002.37144,23
1-Jun-10,24,14.94444444,59.5,1.296379079,1002.37144,23.1
2-Jun-10,22.05555556,15.11111111,65.1,1.966919982,998.98505,23.2
3-Jun-10,22.88888889,17.94444444,74.6,2.14573089,1005.75783,23.3
4-Jun-10,22.88888889,17,70,1.922217255,1009.14422,23.4
5-Jun-10,23.38888889,17.22222222,69.5,1.698703621,1005.75783,23.8
6-Jun-10,23.11111111,18.27777778,75.2,2.726866339,1002.37144,23.7
7-Jun-10,22.38888889,16.5,70.3,2.235136343,998.98505,23.4
8-Jun-10,22.61111111,17.27777778,72.5,2.101028163,1002.37144,23.7
9-Jun-10,23.05555556,16.77777778,68.8,2.14573089,1002.37144,23.8
10-Jun-10,23.22222222,15.38888889,63.7,2.235136343,1002.37144,24
11-Jun-10,22.88888889,17.22222222,72,2.190433616,1002.37144,24.5
12-Jun-10,25.44444444,16.16666667,59.4,2.011622709,1002.37144,24.7
13-Jun-10,27.88888889,12.88888889,42,2.726866339,1002.37144,24.9
14-Jun-10,24.88888889,19.66666667,73.1,1.922217255,1002.37144,24.9
15-Jun-10,26.5,20.11111111,70,1.966919982,1002.37144,25.2
16-Jun-10,34.55555556,8.333333333,21.6,5.230219043,1002.37144,25.6
17-Jun-10,35.11111111,8.444444444,20.1,5.900759946,998.98505,25.8
18-Jun-10,32.94444444,10.83333333,28.7,4.380867233,998.98505,25.8
19-Jun-10,28.38888889,17.55555556,55.6,2.637460885,995.59866,25.8
20-Jun-10,26.27777778,21.33333333,73.9,1.832811802,998.98505,26
21-Jun-10,26.22222222,20.22222222,70.4,1.966919982,1002.37144,25.7
22-Jun-10,26.05555556,19.38888889,67.5,2.682163612,998.98505,26.2
23-Jun-10,24.72222222,15.55555556,57.8,3.844434511,995.59866,25.7
24-Jun-10,25.5,12.11111111,44.5,5.051408136,998.98505,25.3
25-Jun-10,22.33333333,16.38888889,70.2,2.9950827,998.98505,25
26-Jun-10,23.22222222,15.94444444,64.9,3.173893608,1002.37144,24.6
27-Jun-10,23.77777778,17.94444444,70.6,2.056325436,1002.37144,24.5
28-Jun-10,23.05555556,16.44444444,67.1,2.235136343,1005.75783,24.9
29-Jun-10,24.33333333,15.94444444,60.5,2.324541797,1002.37144,25.1
30-Jun-10,24.55555556,18.5,69.5,1.966919982,1002.37144,25.5
1-Jul-10,25.27777778,19.83333333,72.8,1.877514528,1002.37144,25.6
2-Jul-10,26.11111111,20.27777778,71,1.877514528,1002.37144,26
3-Jul-10,27.61111111,20.05555556,64.8,2.056325436,1002.37144,26.5
4-Jul-10,27.77777778,21.61111111,70.4,1.788109075,1002.37144,26.8
5-Jul-10,27.88888889,21.16666667,68.6,2.324541797,998.98505,27.1
6-Jul-10,26.66666667,22.05555556,75.4,2.101028163,1002.37144,27.1
7-Jul-10,26.61111111,21.77777778,74.4,2.413947251,1002.37144,27.3
8-Jul-10,26.44444444,21.94444444,75.6,2.056325436,1002.37144,27.3
9-Jul-10,26.55555556,21.83333333,74.8,1.832811802,1002.37144,27
10-Jul-10,26.27777778,20.27777778,69.6,2.190433616,1002.37144,27.1
11-Jul-10,27.16666667,17.33333333,56.8,2.27983907,1005.75783,27.2
12-Jul-10,26.94444444,18.44444444,61,1.743406348,1002.37144,27.1
13-Jul-10,27.22222222,20.88888889,69.1,1.922217255,998.98505,27.2
14-Jul-10,27.55555556,22.5,74.9,2.011622709,995.59866,27.4
15-Jul-10,28,22.61111111,73.7,1.788109075,995.59866,27.9
16-Jul-10,28,21.33333333,67.6,2.950379973,998.98505,28.2
17-Jul-10,30.33333333,17.38888889,47.6,3.263299061,1002.37144,28.4
18-Jul-10,30.27777778,17.16666667,50.3,3.218596334,1002.37144,28.3
19-Jul-10,28.94444444,20.16666667,61.7,2.235136343,1002.37144,28.4
20-Jul-10,28.72222222,21.44444444,65.8,2.369244524,998.98505,28.4
21-Jul-10,28.38888889,22.05555556,70,1.743406348,998.98505,28.6
22-Jul-10,29.5,21.5,65.1,2.413947251,995.59866,28.6
23-Jul-10,29.83333333,22.77777778,67.2,2.235136343,995.59866,29
24-Jul-10,32.5,15.66666667,39.2,4.604380867,995.59866,29
25-Jul-10,29.05555556,21.72222222,65.3,2.190433616,995.59866,28.9
26-Jul-10,28.05555556,22.22222222,71.2,2.235136343,998.98505,28.8
27-Jul-10,27.94444444,19.77777778,62,2.682163612,1002.37144,28.8
28-Jul-10,27.88888889,20.16666667,64.1,1.966919982,998.98505,28.7
29-Jul-10,28.66666667,21.66666667,67.5,2.413947251,998.98505,28.6
30-Jul-10,29.27777778,22.66666667,68.5,2.101028163,998.98505,28.6
31-Jul-10,30.88888889,20,53.8,2.101028163,1002.37144,28.5
1-Aug-10,32.72222222,17.5,42.2,2.27983907,998.98505,28.3
2-Aug-10,32.44444444,19.72222222,50.9,2.503352705,998.98505,28.2
3-Aug-10,30.38888889,24.83333333,72.7,1.743406348,995.59866,28.3
4-Aug-10,30,24.55555556,73.7,1.788109075,995.59866,28.4
5-Aug-10,29.88888889,24.77777778,75,1.877514528,998.98505,28.8
6-Aug-10,28.94444444,23.38888889,72.2,2.011622709,1002.37144,29.1
7-Aug-10,28.44444444,19.77777778,60.6,2.27983907,1005.75783,29.3
8-Aug-10,28.61111111,19.88888889,60.4,1.966919982,1002.37144,29.2
9-Aug-10,29.16666667,22.55555556,68.4,1.966919982,998.98505,29.4
10-Aug-10,29.33333333,23.83333333,73.4,2.101028163,998.98505,29.7
11-Aug-10,29.77777778,24.33333333,73.3,2.235136343,1002.37144,30.1
12-Aug-10,29.88888889,24.61111111,74.2,1.922217255,1002.37144,30.2
13-Aug-10,29.72222222,25.22222222,77.2,1.743406348,1002.37144,30.4
14-Aug-10,30.55555556,23.77777778,69.6,2.324541797,1002.37144,30.4
15-Aug-10,31.16666667,22.94444444,66.2,2.369244524,998.98505,30.3
16-Aug-10,33.33333333,18.5,49.2,3.308001788,998.98505,30.4
17-Aug-10,32.33333333,18.88888889,49.8,2.458649978,998.98505,30.6
18-Aug-10,30.22222222,21.55555556,61.2,1.832811802,998.98505,30.3
19-Aug-10,29.72222222,24.94444444,76.1,1.654000894,998.98505,30.3
20-Aug-10,30.55555556,24.16666667,70.6,1.877514528,1002.37144,30.7
21-Aug-10,33.44444444,18.83333333,48.9,3.263299061,998.98505,30.7
22-Aug-10,33.33333333,16.66666667,40.5,3.755029057,998.98505,31
23-Aug-10,32.83333333,12.38888889,31.8,4.336164506,998.98505,30.8
24-Aug-10,30.66666667,17.11111111,45.5,2.9950827,998.98505,30.4
25-Aug-10,30.72222222,16.61111111,45.1,2.860974519,998.98505,30.5
26-Aug-10,33.61111111,8.611111111,25,3.844434511,995.59866,30.4
27-Aug-10,32.5,8.722222222,27.5,3.978542691,998.98505,30.1
28-Aug-10,29.88888889,17.22222222,51,2.548055431,998.98505,29.9
29-Aug-10,28.38888889,21.44444444,66.9,2.101028163,1002.37144,29.9
30-Aug-10,27.38888889,21,69.1,2.190433616,998.98505,29.9
31-Aug-10,27.38888889,20.66666667,67.3,2.27983907,998.98505,29.9
1-Sep-10,28.16666667,20.66666667,64.3,3.889137237,995.59866,29.6
2-Sep-10,27.5,14.44444444,47.8,4.202056325,1002.37144,29.4
3-Sep-10,27.66666667,10.77777778,39.1,3.308001788,1005.75783,29.4
4-Sep-10,27.61111111,15.27777778,50,3.039785427,1002.37144,29.5
5-Sep-10,27.66666667,17.77777778,57.3,2.369244524,1002.37144,29.3
6-Sep-10,27.83333333,22,71.2,2.056325436,998.98505,29.3
7-Sep-10,27.94444444,21.61111111,68.7,2.324541797,1002.37144,29.1
8-Sep-10,28.44444444,18.72222222,58.3,3.129190881,1005.75783,28.8
9-Sep-10,28.38888889,19.22222222,60.6,2.9950827,1002.37144,29
10-Sep-10,29,17.38888889,53.5,2.682163612,1002.37144,29.2
11-Sep-10,27.11111111,18.77777778,61.4,2.101028163,998.98505,29.1
12-Sep-10,26.33333333,18.72222222,64.5,2.9950827,1002.37144,28.7
13-Sep-10,26.44444444,17.94444444,60.7,2.726866339,1002.37144,28.7
14-Sep-10,27.11111111,13.5,44.9,3.71032633,1002.37144,29.2
15-Sep-10,26.33333333,16.11111111,55.3,2.413947251,1005.75783,29.1
16-Sep-10,26.33333333,16.94444444,57.9,2.682163612,1005.75783,28.6
17-Sep-10,26.16666667,16.94444444,58,2.592758158,1002.37144,28.5
18-Sep-10,30.22222222,8.777777778,29.6,3.799731784,1002.37144,28.4
19-Sep-10,28.77777778,13.94444444,47.3,2.682163612,1002.37144,28.4
20-Sep-10,26.05555556,18.77777778,66.5,1.922217255,1002.37144,28.3
21-Sep-10,26.05555556,17.27777778,61.7,1.877514528,1002.37144,28.4
22-Sep-10,27.16666667,15.22222222,50.4,2.950379973,1002.37144,28.1
23-Sep-10,25.83333333,16.88888889,60,2.413947251,1005.75783,28.1
24-Sep-10,25.11111111,17.77777778,64.9,2.548055431,1005.75783,28.2
25-Sep-10,25.11111111,16.5,60.6,2.682163612,1005.75783,28
26-Sep-10,25.77777778,17.38888889,60.9,2.369244524,1009.14422,27.7
27-Sep-10,25.66666667,19.61111111,69.7,2.235136343,1009.14422,27.9
28-Sep-10,25.88888889,18.33333333,64.8,2.860974519,1005.75783,27.9
29-Sep-10,26.77777778,16.88888889,58.4,1.966919982,1005.75783,27.7
30-Sep-10,26.22222222,21.22222222,73.5,2.458649978,1005.75783,27.7
1-Oct-10,25.55555556,14.22222222,51.1,2.9950827,1005.75783,27.6
2-Oct-10,24.55555556,12.88888889,49.2,3.889137237,1005.75783,27.4
3-Oct-10,25.27777778,2.555555556,26.1,6.303084488,1005.75783,27.2
4-Oct-10,24.16666667,-2.277777778,26.5,5.230219043,1005.75783,26.9
5-Oct-10,24.44444444,4,33.3,5.677246312,1005.75783,26.7
6-Oct-10,22.66666667,8.5,43.7,2.682163612,1005.75783,26.6
7-Oct-10,22.66666667,12.16666667,52.6,2.190433616,1005.75783,26.6
8-Oct-10,19.94444444,6.666666667,44.6,6.303084488,1002.37144,26.3
9-Oct-10,18.5,-2.277777778,29.8,6.303084488,1005.75783,25.9
10-Oct-10,17.55555556,-1.888888889,44.7,2.950379973,1005.75783,25.6
11-Oct-10,19.33333333,5.666666667,48.3,3.933839964,1009.14422,25.4
12-Oct-10,20.05555556,7.833333333,46,1.43048726,1009.14422,25.2
13-Oct-10,21.11111111,11.88888889,56.6,1.654000894,1009.14422,25.1
14-Oct-10,22.38888889,17.83333333,75.6,1.56459544,1005.75783,25.1
15-Oct-10,23.22222222,18,73.8,3.039785427,1002.37144,25.1
16-Oct-10,19.94444444,16.77777778,81.5,2.548055431,1005.75783,25.1
17-Oct-10,20.77777778,15.05555556,72.2,2.235136343,1009.14422,25
18-Oct-10,20.16666667,14.27777778,69.7,1.654000894,1009.14422,24.7
19-Oct-10,21.05555556,14.33333333,67.1,2.27983907,1009.14422,24.5
20-Oct-10,19.27777778,16.38888889,83.4,2.190433616,1009.14422,24.4
21-Oct-10,20.83333333,15.94444444,74.5,2.548055431,1012.53061,24.3
22-Oct-10,20.44444444,14.61111111,71.6,1.966919982,1009.14422,24.5
23-Oct-10,21.16666667,12.22222222,59.7,2.592758158,1009.14422,24.9
24-Oct-10,19.94444444,12.44444444,64.4,2.458649978,1009.14422,24.6
25-Oct-10,19.88888889,13.5,68.4,2.413947251,1009.14422,24.4
26-Oct-10,19.94444444,14.33333333,71.2,1.654000894,1012.53061,24.3
27-Oct-10,19.83333333,13.22222222,67.2,2.9950827,1012.53061,24.2
28-Oct-10,18.88888889,15.38888889,80.4,3.263299061,1002.37144,24.3
29-Oct-10,18.61111111,7.333333333,49.5,4.827894502,1002.37144,24.2
30-Oct-10,17.83333333,4.944444444,44.4,4.246759052,968.50754,23.9
31-Oct-10,16.27777778,6.111111111,53.8,1.966919982,1012.53061,23.6
1-Nov-10,16.16666667,7.5,59.9,2.101028163,1012.53061,23.7
2-Nov-10,16.38888889,8.388888889,63.3,2.413947251,1012.53061,23.6
3-Nov-10,15.77777778,7.111111111,60.7,1.788109075,1015.917,23.2
4-Nov-10,15.88888889,6.444444444,57.5,1.922217255,1015.917,23.3
5-Nov-10,16.66666667,5.611111111,56.6,2.101028163,1012.53061,23.3
6-Nov-10,16.61111111,7.722222222,60.6,1.475189987,1009.14422,23.5
7-Nov-10,15.83333333,9.277777778,66.9,1.654000894,1009.14422,23.4
8-Nov-10,16.61111111,10.77777778,69.9,2.056325436,1009.14422,22.9
9-Nov-10,16.72222222,7.277777778,57,1.877514528,1009.14422,22.9
10-Nov-10,17.16666667,7.444444444,55.1,2.011622709,1012.53061,22.8
11-Nov-10,16.83333333,5.888888889,49.7,2.637460885,1012.53061,22.8
12-Nov-10,17.16666667,6.611111111,52,1.788109075,1009.14422,22.6
13-Nov-10,20.83333333,8,47,3.129190881,1005.75783,22.6
14-Nov-10,19.11111111,9.722222222,57,1.877514528,1009.14422,22.7
15-Nov-10,18.94444444,9.833333333,56.7,1.922217255,1012.53061,22.5
16-Nov-10,19.27777778,11.44444444,62,1.832811802,1009.14422,22.4
17-Nov-10,18.77777778,11.72222222,64.8,1.877514528,1009.14422,22.3
18-Nov-10,18.27777778,10.77777778,63.1,1.609298167,1012.53061,22.4
19-Nov-10,18.05555556,7.777777778,54.2,2.503352705,1015.917,22.4
20-Nov-10,16.83333333,7.833333333,58.1,2.413947251,1009.14422,22.3
21-Nov-10,15.88888889,8.611111111,64.2,1.788109075,1009.14422,22.3
22-Nov-10,15.55555556,6.166666667,56.8,2.369244524,1009.14422,22
23-Nov-10,16.83333333,10.83333333,68.5,2.14573089,1009.14422,21.9
24-Nov-10,19.66666667,13.61111111,69.4,5.766651766,1005.75783,21.5
25-Nov-10,18.38888889,13.66666667,74.9,2.682163612,1009.14422,21.7
26-Nov-10,17.44444444,14.38888889,82.9,3.173893608,1009.14422,21.6
27-Nov-10,17.88888889,14.77777778,82.5,1.832811802,1012.53061,21.8
28-Nov-10,17.77777778,14.5,82.4,1.609298167,1015.917,21.7
29-Nov-10,16.33333333,11.11111111,72.5,1.788109075,1012.53061,21.4
30-Nov-10,16.55555556,11.33333333,72.6,1.788109075,1012.53061,21.2
1-Dec-10,15.94444444,10.66666667,73,2.011622709,1012.53061,21.4
2-Dec-10,16.38888889,10.94444444,72,1.966919982,1015.917,21.5
3-Dec-10,16.55555556,11.88888889,75.3,1.788109075,1015.917,21.6
4-Dec-10,15.66666667,8,62.6,2.27983907,1012.53061,21.8
5-Dec-10,15.22222222,10.38888889,73.4,1.519892713,1005.75783,21.6
6-Dec-10,15.05555556,6.611111111,59.2,5.587840858,1005.75783,21.9
7-Dec-10,14.44444444,7.055555556,63.1,2.771569066,1009.14422,21.8
8-Dec-10,13.61111111,8.944444444,74.6,2.324541797,1012.53061,21.6
9-Dec-10,13.66666667,9.444444444,75.8,1.475189987,1009.14422,21.4
10-Dec-10,14.5,12.38888889,87.6,2.860974519,995.59866,21.3
11-Dec-10,9.5,6.111111111,80.4,4.291461779,982.0531,21.3
12-Dec-10,6.833333333,-1.055555556,60.9,7.822977202,992.21227,21.2
13-Dec-10,7.777777778,-1.666666667,58.9,4.112650872,1002.37144,21.3
14-Dec-10,10.22222222,8.611111111,89.8,2.011622709,1002.37144,21
15-Dec-10,12.72222222,9.444444444,80.5,2.011622709,1005.75783,20.7
16-Dec-10,14.27777778,11.16666667,82.5,4.514975414,1002.37144,20.5
17-Dec-10,15.88888889,8.555555556,63.4,6.124273581,995.59866,20.8
18-Dec-10,10.94444444,5.777777778,72.3,1.966919982,1009.14422,20.5
